prompt_text,inferred_speaker
"CONTEXT:
'""But consider your daughters. Only think what an establishment it would be for one of them. Sir William and Lady Lucas are determined to go, merely on that account, for in general you know they visit no new comers. Indeed you must go, for it will be impossible for _us_ to visit him, if you do not."" ""You are over scrupulous surely. I dare say Mr. Bingley will be very glad to see you; and I will send a few lines by you to assure him of my hearty consent to his marrying which ever he chuses of the girls; though I must throw in a good word for my little Lizzy.""  ""I desire you will do no such thing. Lizzy is not a bit better than the others; and I am sure she is not half so handsome as Jane, nor half so good humoured as Lydia. But you are always giving _her_ the preference."" ""They have none of them much to recommend them,"" replied he; ""they are all silly and ignorant like other girls; but Lizzy has something more of quickness than her sisters.""'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You are over scrupulous surely. I dare say Mr. Bingley will be very glad to see you; and I will send a few lines by you to assure him of my hearty consent to his marrying which ever he chuses of the girls; though I must throw in a good word for my little Lizzy.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mr. Bennet"
"CONTEXT:
'Sir William and Lady Lucas are determined to go, merely on that account, for in general you know they visit no new comers. Indeed you must go, for it will be impossible for _us_ to visit him, if you do not."" ""You are over scrupulous surely. I dare say Mr. Bingley will be very glad to see you; and I will send a few lines by you to assure him of my hearty consent to his marrying which ever he chuses of the girls; though I must throw in a good word for my little Lizzy."" ""I desire you will do no such thing. Lizzy is not a bit better than the others; and I am sure she is not half so handsome as Jane, nor half so good humoured as Lydia. But you are always giving _her_ the preference.""  ""They have none of them much to recommend them,"" replied he; ""they are all silly and ignorant like other girls; but Lizzy has something more of quickness than her sisters."" ""Mr. Bennet, how can you abuse your own children in such a way? You take delight in vexing me. You have no compassion on my poor nerves.""'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I desire you will do no such thing. Lizzy is not a bit better than the others; and I am sure she is not half so handsome as Jane, nor half so good humoured as Lydia. But you are always giving _her_ the preference.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mrs. Bennet"
"CONTEXT:
'I dare say Mr. Bingley will be very glad to see you; and I will send a few lines by you to assure him of my hearty consent to his marrying which ever he chuses of the girls; though I must throw in a good word for my little Lizzy."" ""I desire you will do no such thing. Lizzy is not a bit better than the others; and I am sure she is not half so handsome as Jane, nor half so good humoured as Lydia. But you are always giving _her_ the preference."" ""They have none of them much to recommend them,"" replied he; ""they are all silly and ignorant like other girls; but Lizzy has something more of quickness than her sisters.""  ""Mr. Bennet, how can you abuse your own children in such a way? You take delight in vexing me. You have no compassion on my poor nerves."" ""You mistake me, my dear.'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""They have none of them much to recommend them,"" replied he; ""they are all silly and ignorant like other girls; but Lizzy has something more of quickness than her sisters.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mr. Bennet"
"CONTEXT:
'""I desire you will do no such thing. Lizzy is not a bit better than the others; and I am sure she is not half so handsome as Jane, nor half so good humoured as Lydia. But you are always giving _her_ the preference."" ""They have none of them much to recommend them,"" replied he; ""they are all silly and ignorant like other girls; but Lizzy has something more of quickness than her sisters."" ""Mr. Bennet, how can you abuse your own children in such a way? You take delight in vexing me. You have no compassion on my poor nerves.""  ""You mistake me, my dear. I have a high respect for your nerves. They are my old friends. I have heard you mention them with consideration these twenty years at least.""'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Mr. Bennet, how can you abuse your own children in such a way? You take delight in vexing me. You have no compassion on my poor nerves.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mrs. Bennet"
"CONTEXT:
'""They have none of them much to recommend them,"" replied he; ""they are all silly and ignorant like other girls; but Lizzy has something more of quickness than her sisters."" ""Mr. Bennet, how can you abuse your own children in such a way? You take delight in vexing me. You have no compassion on my poor nerves."" ""You mistake me, my dear. I have a high respect for your nerves. They are my old friends. I have heard you mention them with consideration these twenty years at least.""  ""Ah! you do not know what I suffer."" ""But I hope you will get over it, and live to see many young men of four thousand a year come into the neighbourhood."" ""It will be no use to us, if twenty such should come since you will not visit them.""'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You mistake me, my dear. I have a high respect for your nerves. They are my old friends. I have heard you mention them with consideration these twenty years at least.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mr. Bennet"
"CONTEXT:
'""You mistake me, my dear. I have a high respect for your nerves. They are my old friends. I have heard you mention them with consideration these twenty years at least."" ""Ah! you do not know what I suffer.""  ""But I hope you will get over it, and live to see many young men of four thousand a year come into the neighbourhood."" ""It will be no use to us, if twenty such should come since you will not visit them."" ""Depend upon it, my dear, that when there are twenty, I will visit them all."" Mr. Bennet was so odd a mixture of quick parts, sarcastic humour, reserve, and caprice, that the experience of three and twenty years had been insufficient to make his wife understand his character.'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Ah! you do not know what I suffer.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mrs. Bennet"
"CONTEXT:
'They are my old friends. I have heard you mention them with consideration these twenty years at least."" ""Ah! you do not know what I suffer."" ""But I hope you will get over it, and live to see many young men of four thousand a year come into the neighbourhood.""  ""It will be no use to us, if twenty such should come since you will not visit them."" ""Depend upon it, my dear, that when there are twenty, I will visit them all."" Mr. Bennet was so odd a mixture of quick parts, sarcastic humour, reserve, and caprice, that the experience of three and twenty years had been insufficient to make his wife understand his character. _Her_ mind was less difficult to develope.'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""But I hope you will get over it, and live to see many young men of four thousand a year come into the neighbourhood.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mrs. Bennet"
"CONTEXT:
'I have heard you mention them with consideration these twenty years at least."" ""Ah! you do not know what I suffer."" ""But I hope you will get over it, and live to see many young men of four thousand a year come into the neighbourhood."" ""It will be no use to us, if twenty such should come since you will not visit them.""  ""Depend upon it, my dear, that when there are twenty, I will visit them all."" Mr. Bennet was so odd a mixture of quick parts, sarcastic humour, reserve, and caprice, that the experience of three and twenty years had been insufficient to make his wife understand his character. _Her_ mind was less difficult to develope. She was a woman of mean understanding, little information, and uncertain temper.'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""It will be no use to us, if twenty such should come since you will not visit them.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mrs. Bennet"
"CONTEXT:
'""Ah! you do not know what I suffer."" ""But I hope you will get over it, and live to see many young men of four thousand a year come into the neighbourhood."" ""It will be no use to us, if twenty such should come since you will not visit them."" ""Depend upon it, my dear, that when there are twenty, I will visit them all.""  Mr. Bennet was so odd a mixture of quick parts, sarcastic humour, reserve, and caprice, that the experience of three and twenty years had been insufficient to make his wife understand his character. _Her_ mind was less difficult to develope. She was a woman of mean understanding, little information, and uncertain temper. When she was discontented she fancied herself nervous.'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Depend upon it, my dear, that when there are twenty, I will visit them all.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mr. Bennet"
"CONTEXT:
'Mr. Bennet was among the earliest of those who waited on Mr. Bingley. He had always intended to visit him, though to the last always assuring his wife that he should not go; and till the evening after the visit was paid, she had no knowledge of it. It was then disclosed in the following manner. Observing his second daughter employed in trimming a hat, he suddenly addressed her with, ""I hope Mr. Bingley will like it Lizzy.""  ""We are not in a way to know _what_ Mr. Bingley likes,"" said her mother resentfully, ""since we are not to visit."" ""But you forget, mama,"" said Elizabeth, ""that we shall meet him at the assemblies, and that Mrs. Long has promised to introduce him."" ""I do not believe Mrs. Long will do any such thing. She has two nieces of her own.'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I hope Mr. Bingley will like it Lizzy.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mr. Bennet"
"CONTEXT:
'Mr. Bennet was among the earliest of those who waited on Mr. Bingley. He had always intended to visit him, though to the last always assuring his wife that he should not go; and till the evening after the visit was paid, she had no knowledge of it. It was then disclosed in the following manner. Observing his second daughter employed in trimming a hat, he suddenly addressed her with,  ""I hope Mr. Bingley will like it Lizzy."" ""We are not in a way to know _what_ Mr. Bingley likes,"" said her mother resentfully, ""since we are not to visit.""  ""But you forget, mama,"" said Elizabeth, ""that we shall meet him at the assemblies, and that Mrs. Long has promised to introduce him."" ""I do not believe Mrs. Long will do any such thing. She has two nieces of her own. She is a selfish, hypocritical woman, and I have no opinion of her.""'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""We are not in a way to know _what_ Mr. Bingley likes,"" said her mother resentfully, ""since we are not to visit.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mrs. Bennet"
"CONTEXT:
'He had always intended to visit him, though to the last always assuring his wife that he should not go; and till the evening after the visit was paid, she had no knowledge of it. It was then disclosed in the following manner. Observing his second daughter employed in trimming a hat, he suddenly addressed her with,  ""I hope Mr. Bingley will like it Lizzy."" ""We are not in a way to know _what_ Mr. Bingley likes,"" said her mother resentfully, ""since we are not to visit."" ""But you forget, mama,"" said Elizabeth, ""that we shall meet him at the assemblies, and that Mrs. Long has promised to introduce him.""  ""I do not believe Mrs. Long will do any such thing. She has two nieces of her own. She is a selfish, hypocritical woman, and I have no opinion of her."" ""No more have I,"" said Mr. Bennet; ""and I am glad to find that you do not depend on her serving you.""'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""But you forget, mama,"" said Elizabeth, ""that we shall meet him at the assemblies, and that Mrs. Long has promised to introduce him.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Elizabeth"
"CONTEXT:
'It was then disclosed in the following manner. Observing his second daughter employed in trimming a hat, he suddenly addressed her with,  ""I hope Mr. Bingley will like it Lizzy."" ""We are not in a way to know _what_ Mr. Bingley likes,"" said her mother resentfully, ""since we are not to visit."" ""But you forget, mama,"" said Elizabeth, ""that we shall meet him at the assemblies, and that Mrs. Long has promised to introduce him."" ""I do not believe Mrs. Long will do any such thing. She has two nieces of her own. She is a selfish, hypocritical woman, and I have no opinion of her.""  ""No more have I,"" said Mr. Bennet; ""and I am glad to find that you do not depend on her serving you."" Mrs. Bennet deigned not to make any reply; but unable to contain herself, began scolding one of her daughters. ""Don't keep coughing so, Kitty, for heaven's sake! Have a little compassion on my nerves.'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I do not believe Mrs. Long will do any such thing. She has two nieces of her own. She is a selfish, hypocritical woman, and I have no opinion of her.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mrs. Bennet"
"CONTEXT:
'""But you forget, mama,"" said Elizabeth, ""that we shall meet him at the assemblies, and that Mrs. Long has promised to introduce him."" ""I do not believe Mrs. Long will do any such thing. She has two nieces of her own. She is a selfish, hypocritical woman, and I have no opinion of her."" ""No more have I,"" said Mr. Bennet; ""and I am glad to find that you do not depend on her serving you.""  Mrs. Bennet deigned not to make any reply; but unable to contain herself, began scolding one of her daughters. ""Don't keep coughing so, Kitty, for heaven's sake! Have a little compassion on my nerves. You tear them to pieces.""'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""No more have I,"" said Mr. Bennet; ""and I am glad to find that you do not depend on her serving you.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mr. Bennet"
"CONTEXT:
'She has two nieces of her own. She is a selfish, hypocritical woman, and I have no opinion of her."" ""No more have I,"" said Mr. Bennet; ""and I am glad to find that you do not depend on her serving you."" Mrs. Bennet deigned not to make any reply; but unable to contain herself, began scolding one of her daughters. ""Don't keep coughing so, Kitty, for heaven's sake! Have a little compassion on my nerves. You tear them to pieces.""  ""Kitty has no discretion in her coughs,"" said her father; ""she times them ill.""  ""I do not cough for my own amusement,"" replied Kitty fretfully. ""When is your next ball to be, Lizzy?"" ""To-morrow fortnight."" ""Aye, so it is,"" cried her mother, ""and Mrs. Long does not come back till the day before; so, it will be impossible for her to introduce him, for she will not know him herself.""'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Don't keep coughing so, Kitty, for heaven's sake! Have a little compassion on my nerves. You tear them to pieces.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mrs. Bennet"
"CONTEXT:
'Mrs. Bennet deigned not to make any reply; but unable to contain herself, began scolding one of her daughters. ""Don't keep coughing so, Kitty, for heaven's sake! Have a little compassion on my nerves. You tear them to pieces."" ""Kitty has no discretion in her coughs,"" said her father; ""she times them ill.""  ""I do not cough for my own amusement,"" replied Kitty fretfully. ""When is your next ball to be, Lizzy?"" ""To-morrow fortnight."" ""Aye, so it is,"" cried her mother, ""and Mrs. Long does not come back till the day before; so, it will be impossible for her to introduce him, for she will not know him herself.""'

GIVEN CONTEXT, OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Kitty has no discretion in her coughs,"" said her father; ""she times them ill.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Mr. Bennet"
