prompt_text,inferred_speaker
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I promise you to make none for myself, papa; but I must, indeed, for other people. It is the greatest amusement in the world! And after such success, you know!--Every body said that Mr. Weston would never marry again. Oh dear, no! Mr. Weston, who had been a widower so long, and who seemed so perfectly comfortable without a wife, so constantly occupied either in his business in town or among his friends here, always acceptable wherever he went, always cheerful--Mr. Weston need not spend a single evening in the year alone if he did not like it. Oh no! Mr. Weston certainly would never marry again. Some people even talked of a promise to his wife on her deathbed, and others of the son and the uncle not letting him. All manner of solemn nonsense was talked on the subject, but I believed none of it.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Ever since the day--about four years ago--that Miss Taylor and I met with him in Broadway Lane, when, because it began to drizzle, he darted away with so much gallantry, and borrowed two umbrellas for us from Farmer Mitchell's, I made up my mind on the subject. I planned the match from that hour; and when such success has blessed me in this instance, dear papa, you cannot think that I shall leave off match-making.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I do not understand what you mean by 'success,'"" said Mr. Knightley. ""Success supposes endeavour. Your time has been properly and delicately spent, if you have been endeavouring for the last four years to bring about this marriage. A worthy employment for a young lady's mind! But if, which I rather imagine, your making the match, as you call it, means only your planning it, your saying to yourself one idle day, 'I think it would be a very good thing for Miss Taylor if Mr. Weston were to marry her,' and saying it again to yourself every now and then afterwards, why do you talk of success? Where is your merit? What are you proud of? You made a lucky guess; and _that_ is all that can be said.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""And have you never known the pleasure and triumph of a lucky guess?--I pity you.--I thought you cleverer--for, depend upon it a lucky guess is never merely luck. There is always some talent in it. And as to my poor word 'success,' which you quarrel with, I do not know that I am so entirely without any claim to it. You have drawn two pretty pictures; but I think there may be a third--a something between the do-nothing and the do-all. If I had not promoted Mr. Weston's visits here, and given many little encouragements, and smoothed many little matters, it might not have come to any thing after all. I think you must know Hartfield enough to comprehend that.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""A straightforward, open-hearted man like Weston, and a rational, unaffected woman like Miss Taylor, may be safely left to manage their own concerns. You are more likely to have done harm to yourself, than good to them, by interference.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Emma never thinks of herself, if she can do good to others,"" rejoined Mr. Woodhouse, understanding but in part. ""But, my dear, pray do not make any more matches; they are silly things, and break up one's family circle grievously.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Only one more, papa; only for Mr. Elton. Poor Mr. Elton! You like Mr. Elton, papa,--I must look about for a wife for him. There is nobody in Highbury who deserves him--and he has been here a whole year, and has fitted up his house so comfortably, that it would be a shame to have him single any longer--and I thought when he was joining their hands to-day, he looked so very much as if he would like to have the same kind office done for him! I think very well of Mr. Elton, and this is the only way I have of doing him a service.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Mr. Elton is a very pretty young man, to be sure, and a very good young man, and I have a great regard for him. But if you want to shew him any attention, my dear, ask him to come and dine with us some day. That will be a much better thing. I dare say Mr. Knightley will be so kind as to meet him.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""With a great deal of pleasure, sir, at any time,"" said Mr. Knightley, laughing, ""and I agree with you entirely, that it will be a much better thing. Invite him to dinner, Emma, and help him to the best of the fish and the chicken, but leave him to chuse his own wife. Depend upon it, a man of six or seven-and-twenty can take care of himself.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Ah, poor Miss Taylor! She would be very glad to stay.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Mrs. Bates, let me propose your venturing on one of these eggs. An egg boiled very soft is not unwholesome. Serle understands boiling an egg better than any body. I would not recommend an egg boiled by any body else; but you need not be afraid, they are very small, you see--one of our small eggs will not hurt you. Miss Bates, let Emma help you to a _little_ bit of tart--a _very_ little bit. Ours are all apple-tarts. You need not be afraid of unwholesome preserves here. I do not advise the custard. Mrs. Goddard, what say you to _half_ a glass of wine? A _small_ half-glass, put into a tumbler of water? I do not think it could disagree with you.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""_two_ parlours, two very good parlours, indeed; one of them quite as large as Mrs. Goddard's drawing-room; and of her having an upper maid who had lived five-and-twenty years with her; and of their having eight cows, two of them Alderneys, and one a little Welch cow, a very pretty little Welch cow indeed; and of Mrs. Martin's saying as she was so fond of it, it should be called _her_ cow; and of their having a very handsome summer-house in their garden, where some day next year they were all to drink tea:--a very handsome summer-house, large enough to hold a dozen people.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

I am ready to give you the next prompt."
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Well done, Mrs. Martin!"" thought Emma. ""You know what you are about.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""And when she had come away, Mrs. Martin was so very kind as to send Mrs. Goddard a beautiful goose--the finest goose Mrs. Goddard had ever seen. Mrs. Goddard had dressed it on a Sunday, and asked all the three teachers, Miss Nash, and Miss Prince, and Miss Richardson, to sup with her.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

I can do that! Here is the name of the character who said the quote:

Mrs. Martin"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Mr. Martin, I suppose, is not a man of information beyond the line of his own business? He does not read?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh yes!--that is, no--I do not know--but I believe he has read a good deal--but not what you would think any thing of. He reads the Agricultural Reports, and some other books that lay in one of the window seats--but he reads all _them_ to himself. But sometimes of an evening, before we went to cards, he would read something aloud out of the Elegant Extracts, very entertaining. And I know he has read the Vicar of Wakefield. He never read the Romance of the Forest, nor The Children of the Abbey. He had never heard of such books before I mentioned them, but he is determined to get them now as soon as ever he can.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""What sort of looking man is Mr. Martin?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh! not handsome--not at all handsome. I thought him very plain at first, but I do not think him so plain now. One does not, you know, after a time. But did you never see him? He is in Highbury every now and then, and he is sure to ride through every week in his way to Kingston. He has passed you very often.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""That may be, and I may have seen him fifty times, but without having any idea of his name. A young farmer, whether on horseback or on foot, is the very last sort of person to raise my curiosity. The yeomanry are precisely the order of people with whom I feel I can have nothing to do. A degree or two lower, and a creditable appearance might interest me; I might hope to be useful to their families in some way or other. But a farmer can need none of my help, and is, therefore, in one sense, as much above my notice as in every other he is below it.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""To be sure. Oh yes! It is not likely you should ever have observed him; but he knows you very well indeed--I mean by sight.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I have no doubt of his being a very respectable young man. I know, indeed, that he is so, and, as such, wish him well. What do you imagine his age to be?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""He was four-and-twenty the 8th of last June, and my birthday is the 23rd just a fortnight and a day's difference--which is very odd.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Only four-and-twenty. That is too young to settle. His mother is perfectly right not to be in a hurry. They seem very comfortable as they are, and if she were to take any pains to marry him, she would probably repent it. Six years hence, if he could meet with a good sort of young woman in the same rank as his own, with a little money, it might be very desirable.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Six years hence! Dear Miss Woodhouse, he would be thirty years old!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Well, and that is as early as most men can afford to marry, who are not born to an independence. Mr. Martin, I imagine, has his fortune entirely to make--cannot be at all beforehand with the world. Whatever money he might come into when his father died, whatever his share of the family property, it is, I dare say, all afloat, all employed in his stock, and so forth; and though, with diligence and good luck, he may be rich in time, it is next to impossible that he should have realised any thing yet.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""To be sure, so it is. But they live very comfortably. They have no indoors man, else they do not want for any thing; and Mrs. Martin talks of taking a boy another year.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I wish you may not get into a scrape, Harriet, whenever he does marry;--I mean, as to being acquainted with his wife--for though his sisters, from a superior education, are not to be altogether objected to, it does not follow that he might marry any body at all fit for you to notice. The misfortune of your birth ought to make you particularly careful as to your associates. There can be no doubt of your being a gentleman's daughter, and you must support your claim to that station by every thing within your own power, or there will be plenty of people who would take pleasure in degrading you.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Yes, to be sure, I suppose there are. But while I visit at Hartfield, and you are so kind to me, Miss Woodhouse, I am not afraid of what any body can do.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You understand the force of influence pretty well, Harriet; but I would have you so firmly established in good society, as to be independent even of Hartfield and Miss Woodhouse. I want to see you permanently well connected, and to that end it will be advisable to have as few odd acquaintance as may be; and, therefore, I say that if you should still be in this country when Mr. Martin marries, I wish you may not be drawn in by your intimacy with the sisters, to be acquainted with the wife, who will probably be some mere farmer's daughter, without education.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Here is the list of characters:

* Emma Woodhouse
* Harriet Smith
* Mr. Knightley
* Mr. Martin
* Miss Woodhouse

Please let me know the name of the character who said the quote."
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""To be sure. Yes. Not that I think Mr. Martin would ever marry any body but what had had some education--and been very well brought up. However, I do not mean to set up my opinion against yours--and I am sure I shall not wish for the acquaintance of his wife. I shall always have a great regard for the Miss Martins, especially Elizabeth, and should be very sorry to give them up, for they are quite as well educated as me. But if he marries a very ignorant, vulgar woman, certainly I had better not visit her, if I can help it.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Only think of our happening to meet him!--How very odd! It was quite a chance, he said, that he had not gone round by Randalls. He did not think we ever walked this road. He thought we walked towards Randalls most days. He has not been able to get the Romance of the Forest yet. He was so busy the last time he was at Kingston that he quite forgot it, but he goes again to-morrow. So very odd we should happen to meet! Well, Miss Woodhouse, is he like what you expected? What do you think of him? Do you think him so very plain?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

I’m ready to receive the answer!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""He is very plain, undoubtedly--remarkably plain:--but that is nothing compared with his entire want of gentility. I had no right to expect much, and I did not expect much; but I had no idea that he could be so very clownish, so totally without air. I had imagined him, I confess, a degree or two nearer gentility.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""To be sure,"" said Harriet, in a mortified voice, ""he is not so genteel as real gentlemen.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thanks!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I think, Harriet, since your acquaintance with us, you have been repeatedly in the company of some such very real gentlemen, that you must yourself be struck with the difference in Mr. Martin. At Hartfield, you have had very good specimens of well educated, well bred men. I should be surprized if, after seeing them, you could be in company with Mr. Martin again without perceiving him to be a very inferior creature--and rather wondering at yourself for having ever thought him at all agreeable before. Do not you begin to feel that now? Were not you struck? I am sure you must have been struck by his awkward look and abrupt manner, and the uncouthness of a voice which I heard to be wholly unmodulated as I stood here.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Certainly, he is not like Mr. Knightley. He has not such a fine air and way of walking as Mr. Knightley. I see the difference plain enough. But Mr. Knightley is so very fine a man!""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Mr. Knightley's air is so remarkably good that it is not fair to compare Mr. Martin with _him_. You might not see one in a hundred with _gentleman_ so plainly written as in Mr. Knightley. But he is not the only gentleman you have been lately used to. What say you to Mr. Weston and Mr. Elton? Compare Mr. Martin with either of _them_. Compare their manner of carrying themselves; of walking; of speaking; of being silent. You must see the difference.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh yes!--there is a great difference. But Mr. Weston is almost an old man. Mr. Weston must be between forty and fifty.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Which makes his good manners the more valuable. The older a person grows, Harriet, the more important it is that their manners should not be bad; the more glaring and disgusting any loudness, or coarseness, or awkwardness becomes. What is passable in youth is detestable in later age. Mr. Martin is now awkward and abrupt; what will he be at Mr. Weston's time of life?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""There is no saying, indeed,""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

For example, if the correct answer is ""Alice,"" you would simply type ""Alice.""

I know this is a bit tricky, but I'm hoping you can help me out!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""But there may be pretty good guessing. He will be a completely gross, vulgar farmer, totally inattentive to appearances, and thinking of nothing but profit and loss.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

I'll give you a hint: the speaker is a woman."
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Will he, indeed? That will be very bad.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Here is the list of characters:

1. Lady Macbeth
2. Macbeth
3. Banquo
4. Macduff
5. Malcolm
6. Donalbain
7. Lennox
8. Ross

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""How much his business engrosses him already is very plain from the circumstance of his forgetting to inquire for the book you recommended. He was a great deal too full of the market to think of any thing else--which is just as it should be, for a thriving man. What has he to do with books? And I have no doubt that he _will_ thrive, and be a very rich man in time--and his being illiterate and coarse need not disturb _us_.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","



































































































"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I wonder he did not remember the book""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""In one respect, perhaps, Mr. Elton's manners are superior to Mr. Knightley's or Mr. Weston's. They have more gentleness. They might be more safely held up as a pattern. There is an openness, a quickness, almost a bluntness in Mr. Weston, which every body likes in _him_, because there is so much good-humour with it--but that would not do to be copied. Neither would Mr. Knightley's downright, decided, commanding sort of manner, though it suits _him_ very well; his figure, and look, and situation in life seem to allow it; but if any young man were to set about copying him, he would not be sufferable. On the contrary, I think a young man might be very safely recommended to take Mr. Elton as a model. Mr. Elton is good-humoured, cheerful, obliging, and gentle. He seems to me to be grown particularly gentle of late. I do not know whether he has any design of ingratiating himself with either of us, Harriet, by additional softness, but it strikes me that his manners are softer than they used to be. If he means any thing, it must be to please you. Did not I tell you what he said of you the other day?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I do not know what your opinion may be, Mrs. Weston,"" said Mr. Knightley, ""of this great intimacy between Emma and Harriet Smith, but I think it a bad thing.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Here is the full quote with the speaker's name:

'""I do not know what your opinion may be, Mrs. Weston,"" said Mr. Knightley, ""of this great intimacy between Emma and Harriet Smith, but I think it a bad thing.""'

So, the speaker's name is Mr. Knightley."
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""A bad thing! Do you really think it a bad thing?--why so?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thanks!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I think they will neither of them do the other any good.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Here is the passage:

""'I think they will neither of them do the other any good.' 'I wish they would not quarrel so,' said Miss Bates.""

Can you help me?"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You surprize me! Emma must do Harriet good: and by supplying her with a new object of interest, Harriet may be said to do Emma good. I have been seeing their intimacy with the greatest pleasure. How very differently we feel!--Not think they will do each other any good! This will certainly be the beginning of one of our quarrels about Emma, Mr. Knightley.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Perhaps you think I am come on purpose to quarrel with you, knowing Weston to be out, and that you must still fight your own battle.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Mr. Weston would undoubtedly support me, if he were here, for he thinks exactly as I do on the subject. We were speaking of it only yesterday, and agreeing how fortunate it was for Emma, that there should be such a girl in Highbury for her to associate with. Mr. Knightley, I shall not allow you to be a fair judge in this case. You are so much used to live alone, that you do not know the value of a companion; and, perhaps no man can be a good judge of the comfort a woman feels in the society of one of her own sex, after being used to it all her life. I can imagine your objection to Harriet Smith. She is not the superior young woman which Emma's friend ought to be. But on the other hand, as Emma wants to see her better informed, it will be an inducement to her to read more herself. They will read together. She means it, I know.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
